,Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Total_Engagement,Engagement_Rate,Virality_Score,Like_View_Ratio,Engagement_Level_Calculated
1950,Post_1951,TikTok,#Fitness,Post,India,2530016,217176,9746,19237,Low,246159,0.09729543212374941,0.1011475816753728,8.58397733453069,Medium
1951,Post_1952,YouTube,#Fashion,Video,UK,4334346,248087,33934,22770,Medium,304791,0.07031995138366895,0.07814904486167001,5.723747019734927,Medium
1952,Post_1953,Twitter,#Fitness,Tweet,USA,1313145,14056,80213,27953,Low,122222,0.09307578371010056,0.15416043163550103,1.0704073046007867,Medium
1953,Post_1954,TikTok,#Fashion,Tweet,Australia,2374152,42365,85512,6217,Low,134094,0.056480798196577135,0.09249871111874892,1.7844266079004207,Medium
1954,Post_1955,Instagram,#Gaming,Shorts,Australia,665714,301322,55816,38455,High,395593,0.5942386670552219,0.6780824798637253,45.26298079956258,High
1955,Post_1956,YouTube,#Dance,Post,Canada,3816177,355774,21287,44930,Low,421991,0.11057951452461455,0.11615761008988838,9.32278560454612,High
1956,Post_1957,TikTok,#Tech,Video,India,725159,20810,3697,38133,Medium,62640,0.0863810557408789,0.09147924799940427,2.8697154692970783,Medium
1957,Post_1958,Instagram,#Tech,Shorts,India,875186,131418,55237,25538,High,212193,0.2424547467624025,0.30556933040519385,15.016008025722533,High
1958,Post_1959,TikTok,#Tech,Reel,Brazil,2436246,264035,22806,41438,Low,328279,0.13474788670766416,0.14410901033803647,10.837780749563057,High
1959,Post_1960,YouTube,#Music,Video,Japan,1038493,116281,38535,34834,Medium,189650,0.18262039320438367,0.2197270467879899,11.197090399261239,High
1960,Post_1961,YouTube,#Challenge,Shorts,Australia,2356676,78111,70417,5222,Low,153750,0.06524019423968334,0.09511999103822502,3.3144564632558744,Medium
1961,Post_1962,YouTube,#Challenge,Post,India,4205174,326076,53467,16260,High,395803,0.0941228591254488,0.10683743407526063,7.7541618967491,Medium
1962,Post_1963,Instagram,#Comedy,Reel,Canada,191209,33804,49670,39284,High,122758,0.6420095288401697,0.9017776359899378,17.679084143528808,High
1963,Post_1964,Twitter,#Comedy,Post,India,3136415,145298,23095,19963,Low,188356,0.06005455272978863,0.06741805532749971,4.632613987626,Medium
1964,Post_1965,YouTube,#Music,Video,India,1037395,385043,49209,9326,High,443578,0.42758833424105575,0.4750234963538479,37.11633466519503,High
1965,Post_1966,Twitter,#Comedy,Live Stream,Australia,2705472,372823,35570,21397,High,429790,0.15885952617509994,0.17200695479384004,13.780331121519646,High
1966,Post_1967,YouTube,#Gaming,Live Stream,UK,4210453,389783,60019,13375,High,463177,0.11000645298736264,0.12426121369838353,9.25750744634841,High
1967,Post_1968,Instagram,#Tech,Reel,Germany,1899136,434017,45642,47397,Low,527056,0.27752409516748666,0.3015571291366179,22.853392279436544,High
1968,Post_1969,Twitter,#Viral,Tweet,India,2806355,19767,37594,1410,Low,58771,0.020942111742812297,0.03433813612319183,0.7043656272994686,Low
1969,Post_1970,YouTube,#Dance,Video,Germany,3274297,184354,81187,44492,High,310033,0.09468689004082403,0.11948213616541199,5.630338359653996,Medium
1970,Post_1971,YouTube,#Fashion,Post,India,692249,59339,46173,23289,Medium,128801,0.18606166278318928,0.25276165079328394,8.57191559684449,High
1971,Post_1972,Twitter,#Challenge,Post,Brazil,1056289,71036,48498,5795,High,125329,0.11865029362229465,0.16456386462417008,6.72505346548151,High
1972,Post_1973,Twitter,#Tech,Video,Germany,1940236,125022,92019,17019,High,234060,0.12063480937370505,0.1680615141663179,6.443649123096365,High
1973,Post_1974,Instagram,#Dance,Live Stream,Canada,73305,71221,51250,7922,Medium,130393,1.778773617079326,2.4779073733033217,97.15708341859354,High
1974,Post_1975,YouTube,#Dance,Reel,Japan,624461,242045,53178,47610,High,342833,0.5490062630012122,0.6341645034677906,38.76062716486698,High
1975,Post_1976,YouTube,#Music,Shorts,Japan,1180565,50531,95541,45708,Medium,191780,0.16244764159533784,0.2433758412285643,4.280238699266876,High
1976,Post_1977,Instagram,#Education,Reel,Germany,3727268,498148,22306,37966,Low,558420,0.14982019001585076,0.1558047341913702,13.364963292148566,High
1977,Post_1978,YouTube,#Music,Live Stream,Brazil,3952848,256180,92132,40687,High,388999,0.0984098047787317,0.12171755655669027,6.480896811615322,Medium
1978,Post_1979,YouTube,#Music,Shorts,Canada,4791590,490632,87681,35110,Medium,613423,0.12802076137566026,0.1463196976369013,10.239440352784774,High
1979,Post_1980,Instagram,#Dance,Live Stream,UK,4385009,261366,12234,22595,Medium,296195,0.06754718177317309,0.0703371418393896,5.960443866819886,Medium
1980,Post_1981,YouTube,#Comedy,Shorts,Canada,2017090,441353,31596,30156,Medium,503105,0.24942119588119518,0.26508534572081566,21.88067959287885,High
1981,Post_1982,Twitter,#Fashion,Shorts,Japan,758023,91793,51037,44079,High,186909,0.24657431238893807,0.3139034039864226,12.109527019628691,High
1982,Post_1983,Instagram,#Education,Post,USA,3919221,497249,2694,27576,Medium,527519,0.13459792137264012,0.13528530287013668,12.687444775377557,High
1983,Post_1984,YouTube,#Challenge,Reel,USA,3634651,193211,91421,48931,Low,333563,0.09177304781119287,0.11692566906698883,5.315806111783497,Medium
1984,Post_1985,YouTube,#Viral,Video,Canada,3024824,125212,51333,10618,Low,187163,0.06187566615446056,0.07884624031018003,4.139480511923999,Medium
1985,Post_1986,TikTok,#Viral,Reel,Germany,4087185,135652,4625,8672,Low,148949,0.03644293077020003,0.03757451644591571,3.31895913691208,Low
1986,Post_1987,YouTube,#Challenge,Post,Germany,4859517,355118,3206,41782,Medium,400106,0.08233452007678953,0.0829942564250727,7.307680989695066,Medium
1987,Post_1988,Twitter,#Tech,Reel,India,724706,424691,59898,33359,Low,517948,0.7147008580031075,0.7973523056246257,58.60183301918295,High
1988,Post_1989,TikTok,#Fashion,Tweet,Canada,1408093,364412,43196,35593,Medium,443201,0.314752647729944,0.34542959875519585,25.879824699078824,High
1989,Post_1990,Instagram,#Education,Reel,Australia,3076229,447588,97652,34103,Medium,579343,0.18832895730454396,0.22007301797102882,14.549892091908632,High
1990,Post_1991,YouTube,#Tech,Post,UK,1060377,361801,39128,17226,Medium,418155,0.3943455959531374,0.4312456796026319,34.120034666915636,High
1991,Post_1992,Twitter,#Education,Shorts,India,3664216,95608,71443,48549,High,215600,0.05883932606593061,0.0783368120219987,2.6092348267678545,Medium
1992,Post_1993,Instagram,#Dance,Live Stream,USA,746440,448758,50483,27487,Low,526728,0.7056535019559509,0.773285193719522,60.11976850115214,High
1993,Post_1994,Instagram,#Education,Tweet,Australia,3223735,484066,88547,2582,Medium,575195,0.17842502563020843,0.20589223369786908,15.015688324257424,High
1994,Post_1995,TikTok,#Music,Post,USA,986920,320547,73945,11000,High,405492,0.4108661289668869,0.4857911482187006,32.47953228225185,High
1995,Post_1996,YouTube,#Viral,Shorts,Japan,489158,306635,58291,47525,Low,412451,0.8431856373605257,0.9623516328057601,62.68628950155165,High
1996,Post_1997,YouTube,#Challenge,Shorts,Japan,3788789,320034,10095,30187,Low,360316,0.09510057171301965,0.09776501145880649,8.44686785144277,Medium
1997,Post_1998,Twitter,#Education,Live Stream,Brazil,233403,401209,43595,10647,High,455451,1.9513502397141425,2.1381301868442137,171.89539123318895,High
1998,Post_1999,TikTok,#Education,Tweet,Brazil,1171917,288837,85031,1053,Low,374921,0.319921120693701,0.39247830691081365,24.646540667982457,High
1999,Post_2000,Instagram,#Tech,Video,USA,3921281,438744,24576,42634,Low,505954,0.12902773353911642,0.13529507321714512,11.188792641996328,High
2000,Post_2001,YouTube,#Tech,Live Stream,Japan,4122674,52898,32678,40984,High,126560,0.03069852236679398,0.03862493129459181,1.2830992700368742,Low
2001,Post_2002,TikTok,#Music,Video,Germany,246466,47839,94745,23517,Medium,166101,0.6739306841511609,1.0583447615492603,19.40997946978488,High
2002,Post_2003,YouTube,#Education,Tweet,UK,1523550,441585,49383,31154,Medium,522122,0.34270092875192804,0.37511404286042466,28.98395195431722,High
2003,Post_2004,YouTube,#Music,Live Stream,Australia,4948739,162748,87359,32111,Low,282218,0.05702826518028128,0.07468104500964791,3.28867616578688,Medium
2004,Post_2005,TikTok,#Gaming,Post,USA,3933118,419110,95681,48719,High,563510,0.14327309783230505,0.16760010759911093,10.655922349647277,High
2005,Post_2006,Instagram,#Education,Reel,Australia,402877,176794,55741,16724,Medium,249259,0.6186975181010581,0.757054882755779,43.88287243997548,High
2006,Post_2007,Instagram,#Music,Shorts,Germany,3428385,275405,86829,48383,High,410617,0.11976980414976732,0.14509630627832054,8.03308263220146,High
2007,Post_2008,Instagram,#Fitness,Reel,USA,4857009,234614,71215,2428,High,308257,0.06346642553060948,0.07812874137149015,4.830421356023841,Medium
2008,Post_2009,YouTube,#Comedy,Video,Canada,4995038,103192,31089,17817,Low,152098,0.030449818399779942,0.036673795074231665,2.065890189423984,Low
2009,Post_2010,YouTube,#Viral,Live Stream,UK,1308252,499175,87675,3016,Low,589866,0.4508810229221893,0.5178979279221434,38.155875167781126,High
2010,Post_2011,Twitter,#Dance,Live Stream,Germany,1486951,221586,3514,43220,Medium,268320,0.18044979289835375,0.18281301804834188,14.902037794116954,High
2011,Post_2012,Instagram,#Dance,Shorts,Brazil,4866077,171830,79859,40217,Low,291906,0.0599879533348938,0.0763993253703137,3.531181278060335,Medium
2012,Post_2013,Twitter,#Fitness,Reel,India,1891257,200446,78397,36461,High,315304,0.16671663343480025,0.20816895852863995,10.598559582330694,High
2013,Post_2014,TikTok,#Music,Post,Germany,2610727,357203,6242,35107,High,398552,0.15265939334139494,0.15505029825025748,13.682127621922934,High
2014,Post_2015,Twitter,#Viral,Shorts,Japan,2301844,123130,86696,34714,Low,244540,0.10623656511909582,0.1439002816872038,5.349189606246123,High
2015,Post_2016,YouTube,#Fitness,Reel,USA,4392368,301535,48079,37360,Medium,386974,0.08810145233732693,0.09904748418165327,6.864975794377884,Medium
2016,Post_2017,Twitter,#Comedy,Video,Japan,3194300,364905,10897,45148,Low,420950,0.1317816109945841,0.13519300003130577,11.423629590207558,High
2017,Post_2018,Twitter,#Challenge,Reel,Australia,3147556,268769,46703,13429,High,328901,0.10449409001777887,0.11933195152048129,8.53897436614313,High
2018,Post_2019,Twitter,#Dance,Reel,Brazil,3969775,405621,41978,26548,High,474147,0.11943926293051874,0.13001366576191345,10.217732743039592,High
2019,Post_2020,Twitter,#Gaming,Reel,USA,1420501,496804,23623,47615,High,568042,0.39988849004682153,0.41651853817772744,34.973857814954016,High
2020,Post_2021,TikTok,#Fitness,Tweet,Germany,4576354,417016,83248,45520,High,545784,0.11926175291509354,0.13745265335679888,9.112406951035695,High
2021,Post_2022,TikTok,#Fitness,Post,Brazil,160874,377258,84601,22974,Medium,484833,3.0137436751743603,3.5396272859504956,234.50526498999218,High
2022,Post_2023,YouTube,#Dance,Reel,USA,4527939,282607,15479,18712,Low,316798,0.06996516516675688,0.07338371828772429,6.2414047539068,Medium
2023,Post_2024,Twitter,#Viral,Tweet,Canada,1457624,103808,88926,25099,Medium,217833,0.14944388950785661,0.2104513921285599,7.121726865090038,High
2024,Post_2025,Instagram,#Dance,Video,Brazil,693717,257532,54285,10651,Medium,322468,0.46484085008728343,0.5430932210108733,37.12349560411523,High
2025,Post_2026,Twitter,#Dance,Shorts,Japan,3830754,327815,39667,43483,Low,410965,0.10728044661703676,0.11763532714447339,8.557453702325965,High
2026,Post_2027,Twitter,#Dance,Shorts,Australia,3303950,41885,49005,5588,Low,96478,0.029200805096929433,0.04403305134762935,1.2677249958383148,Low
2027,Post_2028,Twitter,#Education,Shorts,India,2231412,43911,38740,7543,High,90194,0.04042014652605615,0.05778135100107017,1.9678571236508544,Low
2028,Post_2029,TikTok,#Fashion,Reel,India,3298897,387916,69400,36957,Low,494273,0.14982977643739712,0.17086711103741645,11.758960646543375,High
2029,Post_2030,YouTube,#Education,Reel,Australia,4741710,493757,20633,42197,Medium,556587,0.11738107138563936,0.12173245516912674,10.413057736554956,High
2030,Post_2031,Instagram,#Music,Reel,Japan,412999,290694,82634,19326,Low,392654,0.9507383795118148,1.1508211884290276,70.38612684292214,High
2031,Post_2032,TikTok,#Viral,Tweet,Japan,2626467,221699,85669,26740,Low,334108,0.12720814691370574,0.15982572786941546,8.440958900302194,High
2032,Post_2033,Instagram,#Comedy,Tweet,Australia,1163746,382193,79589,38016,High,499798,0.4294734417991555,0.4978637950205629,32.84161664143206,High
2033,Post_2034,Instagram,#Viral,Reel,Australia,2015897,214072,93955,9393,High,317420,0.15745844157712424,0.2040654854885939,10.619193341723312,High
2034,Post_2035,YouTube,#Music,Live Stream,UK,4924870,372739,52629,10488,High,435856,0.08850101627048024,0.09918738971790118,7.568504346307618,Medium
2035,Post_2036,TikTok,#Education,Post,Japan,2602031,305284,80764,26733,High,412781,0.158638002391209,0.18967683321221,11.732527398789639,High
2036,Post_2037,Twitter,#Education,Post,Canada,3332289,223968,61852,14511,Medium,300331,0.09012753695732872,0.10868895224873953,6.721145734958762,Medium
2037,Post_2038,YouTube,#Fashion,Post,UK,2714135,399795,74842,20833,Low,495470,0.18255171537156406,0.21012661492519716,14.730107382278332,High
2038,Post_2039,Instagram,#Music,Post,Brazil,2739421,200623,11202,32797,Low,244622,0.08929697187836408,0.09338615714780606,7.323554867981227,Medium
2039,Post_2040,TikTok,#Gaming,Live Stream,India,633729,102671,36502,33365,High,172538,0.2722583312425343,0.32985708402171904,16.201089109067123,High
2040,Post_2041,YouTube,#Tech,Video,Australia,4170429,240453,43182,37669,Low,321304,0.07704339289794887,0.08739772335172233,5.76566583437819,Medium
2041,Post_2042,Instagram,#Challenge,Reel,Australia,453984,374672,81490,46887,High,503049,1.1080764960879679,1.2875762141397054,82.52978078522591,High
2042,Post_2043,TikTok,#Viral,Tweet,UK,519114,457624,31292,27260,High,516176,0.9943403568387676,1.0546199871319208,88.15481763157996,High
2043,Post_2044,Instagram,#Gaming,Tweet,Australia,3646115,392151,88887,3518,High,484556,0.1328965213658922,0.1572750722344194,10.755310789703561,High
2044,Post_2045,TikTok,#Fashion,Tweet,UK,2844830,42925,23161,40155,Low,106241,0.03734528952520889,0.04548672504156663,1.5088775076190843,Low
2045,Post_2046,Twitter,#Viral,Video,Japan,3084134,38065,98106,1036,High,137207,0.044488015112183844,0.0762979170165758,1.2342200436167818,Low
2046,Post_2047,Instagram,#Music,Live Stream,Australia,1973499,230125,44232,36873,High,311230,0.15770466567249336,0.1801176489068401,11.660760912470693,High
2047,Post_2048,YouTube,#Challenge,Post,Germany,3577591,88612,19537,5632,Low,113781,0.031803803173699845,0.03726474043567306,2.4768622237701288,Low
2048,Post_2049,Twitter,#Challenge,Reel,Australia,1451444,412467,4563,36176,Low,453206,0.312244909207658,0.3153886750022736,28.417699890591713,High
2049,Post_2050,YouTube,#Tech,Reel,Brazil,1414029,242099,62896,40487,High,345482,0.24432455062802813,0.2888045436126133,17.12121887174874,High
2050,Post_2051,YouTube,#Dance,Video,Canada,2340942,475216,13357,29605,High,518178,0.2213544803758487,0.22706030307457425,20.300203934997107,High
2051,Post_2052,TikTok,#Music,Video,UK,4694412,189246,98613,14536,Low,302395,0.0644159481528251,0.08542241286022616,4.031303600962166,Medium
2052,Post_2053,Instagram,#Tech,Shorts,Brazil,1044357,263951,69315,12306,Medium,345572,0.33089451212564286,0.3972654944621427,25.27402028233641,High
2053,Post_2054,Instagram,#Challenge,Reel,India,2889449,114404,51912,46965,Medium,213281,0.07381372711544658,0.09177978223529815,3.9593708004536508,Medium
2054,Post_2055,Instagram,#Fashion,Reel,Japan,2524434,362737,16212,26880,Medium,405829,0.160760392230496,0.16718242584278298,14.369042724032397,High
2055,Post_2056,Instagram,#Comedy,Post,Germany,2347498,130260,17988,37680,Low,185928,0.07920262338881652,0.08686524972545237,5.548886516623231,Medium
2056,Post_2057,TikTok,#Fitness,Shorts,Brazil,4254543,360399,3532,4647,Medium,368578,0.08663163117636842,0.0874618025954844,8.470921553736794,Medium
2057,Post_2058,Twitter,#Comedy,Tweet,Canada,1376200,440777,20099,875,High,461751,0.33552608632466213,0.3501307949425956,32.02855689580003,High
2058,Post_2059,Twitter,#Viral,Live Stream,Canada,2986450,287776,17350,35190,Low,340316,0.11395335599122704,0.11976292923035711,9.63605618711179,High
2059,Post_2060,YouTube,#Education,Reel,Brazil,4010899,237962,78747,30545,High,347254,0.08657759769069229,0.1062108519810646,5.932884373303841,Medium
2060,Post_2061,Twitter,#Gaming,Live Stream,Canada,3707314,424026,93907,46065,Medium,563998,0.15213116558241357,0.17746136421139402,11.437552902182011,High
2061,Post_2062,Twitter,#Challenge,Shorts,Canada,372995,141809,46091,13991,High,201891,0.5412699902143461,0.6648400112602045,38.019008297698356,High
2062,Post_2063,TikTok,#Comedy,Video,USA,2395144,9089,25973,2929,High,37991,0.015861676792710583,0.026705701202098912,0.37947614005671476,Low
2063,Post_2064,YouTube,#Viral,Video,USA,4223193,176020,88836,18233,High,283089,0.067031982672826,0.08806725148483624,4.167936440508402,Medium
2064,Post_2065,YouTube,#Education,Live Stream,USA,2990937,437335,28808,37570,Low,503713,0.16841310933663933,0.17804487356303392,14.62200641471218,High
2065,Post_2066,TikTok,#Viral,Shorts,Australia,2188445,414224,59543,33103,Low,506870,0.23161194364034737,0.25881984696896654,18.9277774858404,High
2066,Post_2067,Twitter,#Tech,Reel,Australia,2488603,78159,50447,42943,Medium,171549,0.06893385566118823,0.08920506806429149,3.1406777215972173,Medium
2067,Post_2068,Twitter,#Education,Live Stream,Japan,1154826,136734,83646,39191,Low,259571,0.22477065809048288,0.2972023490984789,11.840225280691637,High
2068,Post_2069,TikTok,#Viral,Video,Japan,2547428,444557,87696,16993,Low,549246,0.2156080564396717,0.25003336698819356,17.451209612204938,High
2069,Post_2070,Instagram,#Tech,Reel,Germany,3658771,290514,58998,36045,High,385557,0.10537882802722554,0.1215039148391632,7.94020724445449,High
2070,Post_2071,TikTok,#Comedy,Video,UK,2251120,333971,79937,1186,High,415094,0.1843944347702477,0.21990431429688334,14.835770638615445,High
2071,Post_2072,YouTube,#Education,Live Stream,Canada,3638549,57913,23342,2629,Low,83884,0.023054244975126075,0.029469439603534264,1.5916509575657771,Low
2072,Post_2073,TikTok,#Challenge,Reel,Brazil,1579972,111961,78755,42502,Low,233218,0.14760894496864502,0.19745476502115228,7.086264819882884,High
2073,Post_2074,TikTok,#Education,Video,Japan,4139460,150081,25585,34528,High,210194,0.050778120817691196,0.05695887869432245,3.6256178342102596,Medium
2074,Post_2075,Instagram,#Fashion,Shorts,Australia,293601,338084,69736,30711,Medium,438531,1.493629108892681,1.7311487358694282,115.15083395492522,High
2075,Post_2076,TikTok,#Dance,Reel,Canada,4935367,456736,55765,42618,High,555119,0.11247775494709918,0.12377681335552149,9.25434724509849,High
2076,Post_2077,Instagram,#Education,Reel,Japan,453975,48308,60971,38116,Medium,147395,0.32467646896855556,0.45898122143289827,10.641114598821522,High
2077,Post_2078,Instagram,#Fitness,Post,India,356764,263855,20640,43357,Low,327852,0.9189604332275678,0.9768138040833716,73.95785449204516,High
2078,Post_2079,Twitter,#Dance,Tweet,UK,2269963,333069,81591,17434,Low,432094,0.1903528824038101,0.22629664007739334,14.672882333324374,High
2079,Post_2080,Instagram,#Tech,Video,Australia,4203091,443042,43058,13463,Medium,499563,0.11885609899952201,0.12910046439632167,10.54086147551885,High
2080,Post_2081,YouTube,#Music,Video,India,509123,259581,53583,2019,High,315183,0.6190704407382892,0.724316127929793,50.9859110666774,High
2081,Post_2082,Instagram,#Fitness,Shorts,USA,1396437,367349,24578,35760,Medium,427687,0.3062701718731314,0.3238706794506304,26.306163471749887,High
2082,Post_2083,Twitter,#Viral,Reel,Australia,852224,97960,48879,46512,Medium,193351,0.22687814471312706,0.2842327838690297,11.494630519675578,High
2083,Post_2084,YouTube,#Fitness,Video,Japan,2393584,145807,92401,29656,Low,267864,0.11190917051584569,0.15051278751863315,6.091576481126211,High
2084,Post_2085,Instagram,#Tech,Post,Germany,142695,223095,15542,11469,Medium,250106,1.7527313500823434,1.8616489715827464,156.3439503836855,High
2085,Post_2086,Twitter,#Tech,Tweet,UK,734242,113418,42016,49506,Medium,204940,0.2791177840548484,0.33634142421708374,15.446950732864643,High
2086,Post_2087,Twitter,#Music,Reel,India,2255727,43344,23104,29427,Low,95875,0.042502926994268365,0.052745301182279596,1.9215091187896407,Low
2087,Post_2088,TikTok,#Dance,Tweet,Brazil,2085790,301010,93981,40343,Low,435334,0.2087142042103951,0.2537719521140671,14.43146241951491,High
2088,Post_2089,YouTube,#Comedy,Video,Japan,97074,436030,82440,9626,High,528096,5.440138451078559,6.2893874775944125,449.1727960112904,High
2089,Post_2090,Instagram,#Viral,Reel,India,1737131,359589,16428,25826,Low,401843,0.23132567434465218,0.24078264678944766,20.700165963303863,High
2090,Post_2091,Twitter,#Viral,Shorts,UK,229483,328091,45989,23851,Medium,397931,1.7340325862917951,1.9344352304963766,142.9696317374272,High
2091,Post_2092,Twitter,#Fashion,Reel,Australia,1173942,223986,1007,5877,Low,230870,0.19666218603644814,0.19751997969235277,19.079818253371972,High
2092,Post_2093,Instagram,#Gaming,Tweet,USA,2430472,83691,70843,41634,Medium,196168,0.08071189464433245,0.10985973094937938,3.443405231576418,Medium
2093,Post_2094,Instagram,#Fashion,Shorts,USA,3010836,422269,58452,4866,High,485587,0.16127979072921939,0.18069366780522086,14.024975123188376,High
2094,Post_2095,Instagram,#Fitness,Reel,Brazil,448051,256526,88555,9475,Medium,354556,0.7913295584654425,0.9889744694242396,57.25375013112347,High
2095,Post_2096,TikTok,#Challenge,Shorts,Canada,94169,128922,215,48847,High,177984,1.8900487421550616,1.892331871422655,136.90492624961504,High
2096,Post_2097,TikTok,#Fitness,Post,Brazil,3759988,283295,67140,3530,Medium,353965,0.09413992810615353,0.11199636807351512,7.534465535528305,Medium
2097,Post_2098,TikTok,#Comedy,Live Stream,Australia,3003843,320819,72442,1410,High,394671,0.1313886910867179,0.15550513126018903,10.680285221298183,High
2098,Post_2099,TikTok,#Fitness,Shorts,Japan,3382006,410513,17552,18639,Low,446704,0.13208255692036028,0.13727237621695526,12.138151144616538,High
2099,Post_2100,Instagram,#Challenge,Reel,UK,2292806,162800,30173,43887,Medium,236860,0.10330573105618181,0.11646558845362408,7.100469904562358,High
2100,Post_2101,YouTube,#Fashion,Reel,UK,2635064,198420,10257,2620,Low,211297,0.0801866671929031,0.08407917227057862,7.529987886442227,Medium
2101,Post_2102,Twitter,#Viral,Post,Canada,2073534,409007,30389,40273,Low,479669,0.23132921861903397,0.2459848741327608,19.725116636621344,High
2102,Post_2103,TikTok,#Education,Tweet,Japan,3262646,374397,6751,40244,High,421392,0.12915651897263755,0.13122569840552728,11.47525658621867,High
2103,Post_2104,Twitter,#Comedy,Shorts,Japan,839182,195990,75841,49010,Medium,320841,0.38232588401562473,0.4727007967282425,23.354886067622996,High
2104,Post_2105,TikTok,#Dance,Tweet,Brazil,4124260,26004,93306,38219,High,157529,0.03819570056204022,0.060819395479431465,0.6305131102306838,Low
2105,Post_2106,TikTok,#Fashion,Post,India,4979485,346102,73812,44802,High,464716,0.09332611705829016,0.10814933672859743,6.95055814004862,Medium
2106,Post_2107,Twitter,#Dance,Tweet,UK,4940565,326871,92268,5785,High,424924,0.08600716719646437,0.10468276401585648,6.6160651666358,Medium
2107,Post_2108,YouTube,#Gaming,Shorts,Japan,3498297,280997,67445,41756,Low,390198,0.11153941474951955,0.13081879554537537,8.032394047732367,High
2108,Post_2109,Instagram,#Challenge,Video,India,3886364,247013,99313,15416,High,361742,0.09307980415627563,0.11863402398745974,6.355889463776425,Medium
2109,Post_2110,Twitter,#Viral,Live Stream,USA,1338312,264567,75100,16361,High,356028,0.26602765274465145,0.32214311759888575,19.768708641931028,High
2110,Post_2111,TikTok,#Education,Tweet,Brazil,4925928,223449,71385,24086,Medium,318920,0.06474313063447132,0.07923481626203226,4.536180796796056,Medium
2111,Post_2112,YouTube,#Dance,Post,Brazil,16410,88118,70254,9681,Medium,168053,10.240889701401585,14.52205971968312,536.9774527726996,High
2112,Post_2113,TikTok,#Dance,Live Stream,Germany,1778307,57050,82609,28347,Medium,168006,0.09447525089874807,0.14092898470286627,3.2081074865026116,Medium
2113,Post_2114,Instagram,#Challenge,Shorts,India,3692069,182095,72323,13292,Medium,267710,0.07250947910236781,0.09209822459981111,4.932058420359966,Medium
2114,Post_2115,YouTube,#Fashion,Post,Canada,2408155,331242,45520,30152,Low,406914,0.1689733426627439,0.18787578042111078,13.75501161677716,High
2115,Post_2116,Twitter,#Education,Reel,India,1338230,350566,75830,44606,Low,471002,0.3519589308265395,0.40862333081757246,26.196244292834564,High
2116,Post_2117,Twitter,#Gaming,Video,Germany,3252632,398969,85010,22720,Low,506699,0.15578122578883807,0.18191698292336791,12.266035628992151,High
2117,Post_2118,Instagram,#Tech,Post,USA,2800983,294183,6110,21898,Low,322191,0.1150278313006541,0.11720920833864397,10.502848464271294,High
2118,Post_2119,Twitter,#Fitness,Post,India,1191790,18070,38513,39735,High,96318,0.08081792933318789,0.11313318621569236,1.5162067142701317,Medium
2119,Post_2120,TikTok,#Fashion,Video,Australia,932583,243874,61449,31026,Low,336349,0.3606638765664826,0.42655506265930215,26.150380180638077,High
2120,Post_2121,Twitter,#Challenge,Video,USA,2088610,416340,73103,8029,Low,497472,0.2381832893646971,0.2731840793637874,19.93383159134544,High
2121,Post_2122,Instagram,#Fashion,Reel,UK,2975538,428206,273,5526,Low,434005,0.14585765666578615,0.1459494047799087,14.390876540645758,High
2122,Post_2123,Instagram,#Gaming,Shorts,India,1518636,419030,5094,14494,Medium,438618,0.288823654911381,0.2921779807669514,27.592523817425636,High
2123,Post_2124,TikTok,#Challenge,Post,UK,912055,363839,15376,24499,Medium,403714,0.4426421652202992,0.45950079764926455,39.892221412085895,High
2124,Post_2125,Instagram,#Viral,Live Stream,USA,812313,84212,67698,12732,Medium,164642,0.20268295595417038,0.28602275231345553,10.36693983723023,High
2125,Post_2126,YouTube,#Fashion,Shorts,USA,2367290,417154,30197,40668,Low,488019,0.20615091518149445,0.2189068512940958,17.62158417430902,High
2126,Post_2127,Twitter,#Tech,Reel,Australia,802693,337801,95338,43967,Low,477106,0.5943816627278424,0.7131543441888742,42.08346154756551,High
2127,Post_2128,TikTok,#Music,Post,UK,1883707,129899,15872,30639,Medium,176410,0.09365044563724613,0.10207638449079395,6.895923835288609,Medium
2128,Post_2129,TikTok,#Viral,Live Stream,Canada,1274494,317324,32727,21300,High,371351,0.2913713206966843,0.31704974680147574,24.898037966440015,High
2129,Post_2130,YouTube,#Music,Video,Canada,1152050,57749,49408,17292,Low,124449,0.10802395729352024,0.1509109847662862,5.0127164619591165,High
2130,Post_2131,TikTok,#Fitness,Post,UK,2757579,463841,73343,31447,Low,568631,0.20620660369113633,0.23280348450579294,16.82058791425377,High
2131,Post_2132,TikTok,#Education,Post,Japan,1816648,16624,67249,37672,High,121545,0.06690619206362487,0.10392437059903735,0.915091971587231,Medium
2132,Post_2133,TikTok,#Education,Tweet,India,4016595,201094,92285,20196,Medium,313575,0.07806985767795857,0.1010457862941123,5.006578955558128,Medium
2133,Post_2134,Instagram,#Comedy,Shorts,Brazil,3685642,89680,72848,26621,Low,189149,0.051320502642416166,0.07108585152871603,2.433226015983104,Medium
2134,Post_2135,YouTube,#Fashion,Tweet,Japan,1115325,368716,8007,4218,High,380941,0.3415515656871316,0.34873063905139756,33.05906350166992,High
2135,Post_2136,YouTube,#Tech,Tweet,UK,3808359,310007,69591,9596,Low,389194,0.10219467229848866,0.12046789706537646,8.140172709558106,High
